authority,amount,balance,pool,poolShare,dailyRewardsRate,farmer
4nTmCuZeQakHXXP2bXQU43SEGRCvgdD4r4SowZ8938y6,8.062446,109.020878,Token SRMK,0.0013163180,43750,AEWjTBVfFkPABH7REaMrNXAtefi4485dmM6NnHfK5QMH
67TYYn8cX2YoQWaVGX8gcTcsvs81TnrZ2XJr9EtJ2afK,8.061368,1007.7,Token UST3,0.0002632285,218750,4vmZ2bS7EYuRfRWEcQM6dBHd317BvtiGxxFvAGFQXaaW
4Ks5hFSx4szoUqq6MxtUezTy1UkPKyaEbXxkMrGuUYhr,8.060822,2948.956489,Token 2poo,0.0003290134,175000,2DzeBbgr4aaz5AVVwTwLbFUyfXYdak2Eo5rEkqBx8UJH
BbXu3ThCbJib6YFt5dLiuJAb1tTDedksVp77sN8Pjohe,8.059562,2948.494902,Token 2poo,0.0003289619,175000,8oSuYaWEPWVUraXxjEHhtmjLudsjShM5GhZFDzwnXVRh
8DeexHvvZJTQtdSFUDKoT9UVDaUJ4z37zxRqZB8AuevR,8.058736,18.535326148,Token LUNk,0.0013157128,43750,EFmmhXHXWjagQhX3PFieRHzrX4YeZs5umo72L7QjbgKM
HJA3pGRgeDi53TrXY6f9U9iLRM8TDh66dBULjq3PczKM,8.058512,1007.341891107,Token UST3,0.0002631349,218750,Ea5iMi7HX6nXHmndoMzuWC8zdHpEETD7FSF32ZQXiJit
8wdR4pNnpEyA7dk4AzG27ioSR5KUUF2hP4sxtHEyRZJf,8.057028,2947.566823,Token 2poo,0.0003288583,175000,6D1vJoiRjcjKWKQamXXsNKmYjej2tnVUYACvq8LWYtHZ
F4r9oMvMnyGQva3tCmV9kzq1Ejf2aThShQvAfPnQVYHB,8.050616,2945.222562,Token 2poo,0.0003285968,175000,DumT5P1Z8iCkamiaaBC3Pr7ZKhKJkPpR7xcAGvA23MGM
66A7d94bm1s9RZMdvwE28BaSPmMgrs1SRY9UF9pMK75t,8.047956,1006.023658414,Token UST3,0.0002627906,218750,HpixRqh1BT3NvtUaqQ8F3CpFsZVrKgBxPqRra5Roy6eX
g4HimsRbkH4gnEfqo4Y7DkVqS4npt7KXD78muU6o7K9,8.047536,1005.969960669,Token UST3,0.0002627766,218750,37wRG4dG8A32MtojswNPB1KzfH5CwAves3uLUFiw27g7
CPayhJUdvKmsf4T2cZjsCDyCXSNvZ2Y8D5QaTeFHuCt1,8.045814,541.68239112,Token MAiP,0.0013136031,43750,GPbfhs2Js7FmhWk7w9GA57N8ddvJmEWoG535KdkF6H5X
Zi3AtewrAcnpEthpC9coZBnz8agsaGc22Rs67hFY8QD,8.04503,2943.178664,Token 2poo,0.0003283688,175000,CmWXm9RphjesDemX27TTPQ3hfSG5FoT83SaaDzppcmpz
2Y8ySe9benPjcPnfbcpwDMaaoM22ncgZ9UiXiNEPFj5f,8.04447,2942.969935,Token 2poo,0.0003283455,175000,Fb1LGPAXfpQ5EByBJJb6Rt5DyZi6uSQpsXnkGBUgxboB
F3rjucDz8HJP18GhDthP2L7roBs6cPH6TFyiSEFSPPET,8.044414,25.506931413,Token SoLE,0.0006566865,87500,EuWoeA4U3pRYR2XGtXWHrjaByVsG9U3wucVWqnHXE8xQ
CUNnGZfAfe7Xjz7Hvpt7swqC8W5QvCXTsesPLGi3ffo6,8.04412,2942.842176,Token 2poo,0.0003283312,175000,72eT5EF1fq7YoGpwhbpyjvAXxBbRcMidLXSHzMXqGBKn
GmjqijCkaKEi9h44rsu9JY7YJfjVvTnRiDhKxj48fQpV,8.042398,2942.215583,Token 2poo,0.0003282613,175000,4moLboWyja5NtDVsLNMsaaqdqZVJ1JNafTLJFDiXVWLY
5kYrVeoPHkc4MVUfzHfDvTqYnTETFoiinva3VMPQV17L,8.042076,2942.096264,Token 2poo,0.0003282480,175000,Avtq1HVq3VuCWxzMwT9QV6Pk2kAQBXkA81cikRY5KFnE
FET1VFr7EqxthnAdxRRUjiUqen7XsDz3JuW1KRFbHZhT,8.041656,2941.941871,Token 2poo,0.0003282308,175000,7oPcNNi8Er9P68SggvU3qrb6QFm8QmAuPzc32hWfCVmu
CqLrV55uJLPZcLNXv6xamZpXTvwzWKxNHDDQYJsDSeSf,8.041558,2054.529562,Token APUV,0.0013129064,43750,DtUpmHiADJZtvseXfwQT8G1Wksf5UjQn8u8iNmTFk6nH
3ZZWMm3Dy1WBcMx1BjoYsnL4G2LeBCej9qq3FFQrZfky,8.041138,25.496578841,Token SoLE,0.0006564199,87500,J1nCXvARw9e74zsFu2eJH9zNmfZWwLQfcgU7SwGS3n4B
G7XqS6yRKDDkza5iECzaoXnGePBmrFiKkpACygsurCuM,8.04062,1005.1068,Token UST3,0.0002625511,218750,Vk4yb8sc7VajUSzdg1PKCMNfMSyHzRPNwTH4m9maJU1
HNL8K1tDKYkEVbGVNLpijLhRtFCLiRMwUk82E5gWkjsm,8.03901,2940.97658,Token 2poo,0.0003281231,175000,ENiKW37KqhqYcMvaRaPPyJ1YynXUJ3i34g3AnZ9NVYva
24UN4q9qtahoJ3HfdKjqhnEdHdhbJmP5ZjkrsPpyd1KD,8.038268,11.73988379,Token PrsV,0.0013123701,43750,38kKa8ehCcJyShkTZQhMpFBXn9fk4DUBo7ggNRkJgopk
7udfHdTgbfgJEqMx6b2oqYMqJ1n8uH21wSQUcuipByu,8.036854,108.674736,Token SRMK,0.0013121387,43750,3rqLLRJQyG2wW76ZUusk4Nzp6uy6TimMCSoy2UZfFVjA
CsiMrbt5YMoarzRbQKiwwZocB2YiLKEukXXLbDUcA5sc,8.036126,2939.918647,Token 2poo,0.0003280050,175000,CJmDiNXwWvpxXCZCw1VMVQrpLyEdQmWaziq2ZsDb98aQ
BU74d39kpSJJU73v3tQFVtxH7Q4ctFSJbPoqjDwCNANx,8.035706,2939.766126,Token 2poo,0.0003279880,175000,3J9zNVoQyEzieWcFqrHkvZ9HxdzMFwcnA9ShC38b6sVq
FRbsHvP3Bvj6vGh4RqEe2Vbgve6HN8BYz9VEkpT6r7zD,8.035538,2939.704925,Token 2poo,0.0003279812,175000,Fy3RJC8ucbJtojy7ZgCPQUFcjnYM2ePQjuws11fiaU33
HCx3NNDJNFvhwNPwyJUaunAR7rpeBqmQjBrTCjLwVorw,8.035524,2939.697517,Token 2poo,0.0003279804,175000,6LNHRC5DQqJsToFSU3vcY7tw7LUjciGNNMUSEWmPR2k7
4paFp4QfwdgYJLQ82zJTNf3RZ6MxUXStBSeNCzSLcguZ,8.035454,1004.460632693,Token UST3,0.0002623823,218750,5mYMH3rs6da2j8TJq8sN4YuxeMiNKN7eLMfJSu7gnTEz
2ZqnCArV5SMgDzqYX6S86iBiRPzXGTtjF4XvraKojag7,8.03544,2939.670119,Token 2poo,0.0003279773,175000,7gzkwTrgT34icfKph8KWKMAE5vVHgXDmBjYtQUEY3pq7
8skiXEJShQVjFzG5dePcLE25efeksEvcGYkZZ8Zw2iex,8.034642,2939.37823,Token 2poo,0.0003279447,175000,43NcoEsMr23GuxG7sipsuNPwaiBX1c11jBuLAr1FuFbs
5a6EyfeoSWZAn1WFJEYzJriaypB96pC6XEdRnGdnTe3Y,8.033928,2939.114809,Token 2poo,0.0003279154,175000,A7tdqPSU2UYR4dYAau4TRXFQPvJzZPrQ5Gatyj27hcHU
BCavA49AS2f1heiF9aT9UT84XCGRymjbzb94RDQD75m4,8.031338,2938.166855,Token 2poo,0.0003278096,175000,5sD3xYYXq8hQJnbSqBHx72KBFtkKrpQHN83nAiGSEmnx
EcqfF8j213Swereisg8C96B4HWxmCRYJuNRif5fhrfBv,8.030876,2938,Token 2poo,0.0003277910,175000,7qT4KrJuXWxQcZN9tixViYrgGLj6CQibfo5LFub9MALb
2NCD1DDWsypo7gtM8hSkQM2i3cAWRvwNuExUWg2sipYk,8.030078,25.461468383,Token SoLE,0.0006555160,87500,3hTczhd3HWce4ovqNRbJeQKbutiN86rAYRdF1AG7QpjQ
3WT641GiRupVx3ih1UWiFd24SxvNCQgNtjKdhwaLh1ES,8.028664,1003.611099487,Token UST3,0.0002621604,218750,383z29q74z2qLaPiRB4FAfFHDcnn4sLh7fqMcos6jjCv
CMGrS76D8qztf3dtNrifVVgFF1Byb6nfpHsQP8qCvuhc,8.02529,1003.190399006,Token UST3,0.0002620505,218750,EFdXd3Xp69h3UEf3EkfeCc93JNnvGmX7syUJQQ7aA45J
xZLiaEowm97dmfWgCuwSuJ44TpEVuqr9A6W43XAfCrH,8.016736,1002.121184602,Token UST3,0.0002617712,218750,3RsDn6bP4yJtPfgLYw7dexA3gQyU6bNugLNgGbWzvZM1
2nbCLJqncybsqDLsoqEiaXiMFEWjtQmDmS1r2AFbUa4P,8.015798,1002.002652013,Token UST3,0.0002617402,218750,CjoB2PhcufoRspi8GybmrDx5mDixXdfT2mrHQgADay8T
neBV2XUJ7r68dxnjTcPBmMA5H3PNRUoGTu87WMrS714,8.01556,25.415446931,Token SoLE,0.0006543312,87500,J3i5T3UbbpA2fDii5gsR6CCS9BEJB5zaDwGvPseazYR9
4uSfNnX74Xe9RLFVmZyM4Jhq2pKHkkULHDbskXgQDWDv,8.013152,2931.516007,Token 2poo,0.0003270676,175000,HMyRiJZShSY2HJdMfxKjcx99xGH9okK2FTHEFC1iyUiP
BWoFYLLyLzr5MbSkuTj3XeqgpdMT1mYkXacPhVQR9gY1,8.012186,108.341192,Token SRMK,0.0013081115,43750,CigznK2JuVfF8wtgc6jfHVaycxcdDWYgVPyFFzxvTNGm
EeoBAFfY5KbiNYDvaxrpwrk3kVbHJVPK2tTP79mMKT5o,8.01045,1001.334922462,Token UST3,0.0002615658,218750,Hi61MJmxHMgWhuZRZ9wd5HbWt9JAJP71iMi1fQzQridx
Gp6t2uZGvgvfLs4kC4ZbdGB8nobeiEWuZrouLeRQrLQn,8.006558,1000.848188051,Token UST3,0.0002614387,218750,64rPS4E5jHDxHr5GwJTD7ZQjH2zkSRwYHEjMRi47dHSD
AGC6in2zY3rFgqRPsA93WUZuePWWJsyFYWufjdPyndop,8.006334,1000.819235387,Token UST3,0.0002614311,218750,49Wu6Wpxqa6JVq11B7nSM9pyTBWBXfTfCw5hTtfEQtH9
D7fuGwiGGw7KEKiTtSApW2QodAzEBpYUdiudpkZQZpjV,8.001406,1000.203448485,Token UST3,0.0002612702,218750,5pHPcCLKPQFwFuHog7T7pEDNMN78VXzzDxbN6Jqc5zLn
5sYbV4zmLvetT3KwzozrAEcBR6RtzpkLu4yDRWqcDWA3,8.001112,1000.167596666,Token UST3,0.0002612609,218750,6EeA4uqfLVrKgcxoQeuU4LhmeRUZw8xDL2D1pdoPkTJk
Fh7gkku2wBDghnEsVhcCLfPwFwuRYRHJ8yJZVb71HKBn,8.000454,1000.084848421,Token UST3,0.0002612393,218750,AxV8DMCJ5VUxBWiECiQWehhPDiDa67CE6YsBTzNaSear
3tNsgKEswyc82z9UDeyMPwpYdBzSvp3td64Q6QqKSed9,7.999768,999.9999999,Token UST3,0.0002612171,218750,5RvrvRvwQTEZTAqfmsvcWoPWeKWC3Z5aFq6o2GC52ibN
Dh22seiRcK5z9C2SNLKEp4uky6ALrrX27Q7NrMpfF7rE,7.999768,1000,Token UST3,0.0002612171,218750,4zpQkcDT4kNEqXw4Q2oT83YCR1xzTb3uBmEgaQdNDaLV
22D5FStMvc6SNrLtrMoxBkQ4tEZCZ7XPX7HfQj9NuetB,7.999768,1000,Token UST3,0.0002612171,218750,8jy6MX8dbd7JVN8o3oR3wgdV8dSNV8svVaBbxbfvTLTK
5HyTwV6PcLrAA3FxCP1WKVNTChoVjszhHjMCSvjfh1m5,7.999348,35.526499528,Token FTXd,0.0013060163,43750,EPz5Ciiin5hvhrNqc5D6291PvPERGrqrtN8jCshmC6RR
3CPHUsAa8zCUtBSPnXHpc3kNo4swMDyb65mh9fDKTkVi,7.99673,999.62,Token UST3,0.0002611178,218750,72SAsSfd6GtAxzvqj4nQpeyE1pV81dTFhxkYjyNnkfSG
A2kqbKBdMbsgZ4MGGhJFGaMJ5dQzYmDSpevKvLnBKLcE,7.994126,2924.555473,Token 2poo,0.0003262910,175000,E3bC9LKg9MfLAPiW4DfxZVENsCYivUszB6yFGyYtWAxp
EyRsq43onnfCbGcsZuvwG1jkUG4SUHdQp7pREwztXeqP,7.99239,999.077137992,Token UST3,0.0002609760,218750,FffocHdPkH18XUiej1kRfMD1uwjtChu7ZZqP2M3S9Q8z
EjScMCHezgi6xd2ZmHCLUtA33TkCZudFKsBjHgxgn5cJ,7.991368,998.949417805,Token UST3,0.0002609427,218750,7fZH8iEjYD3taraFcVJBBXsPDJKRh5QbKvMjncfPUdaK
9QMJ5ZrnpiZxnmoxd6yijw1fKoeBAtemFyMudMW5mUXC,7.9905,998.84,Token UST3,0.0002609141,218750,2KDRieVdkKo2mEvJwU6xPik7h61AQbVyhC15jsLoGMsN
6874NRxqUyHcBDZH5taE29QxfdrhyfcQPuiXKjx29piH,7.987448,998.46,Token UST3,0.0002608148,218750,5TcaRbCcz4rcCgGvMdAvrWRQN26NfvXcvbQGnEA6CNze
EkbvHLMzoSmLQNLdvBNTuzUnG4sEpPJG3dATUqqzQaxB,7.986258,998.31,Token UST3,0.0002607756,218750,2HxHuDagfYkDmS2kDwkhQVguJkhRFvXrd5hegbs4qjTv
7tngN9wF3Z61CE1q3uw2cgRx16HCjxyT7VBB6tKFTWns,7.984368,25.316569648,Token SoLE,0.0006517855,87500,3dwmdVmSwHUK8b2CisfYs61JKSyiLJzT8JJWv99CSEzA
HJvc5vuVFQrfxQAWjtbBE1FuFW7qJR15J6ysA5CHvduA,7.9835,8.83191573,Token stSj,0.0013034280,43750,4GpVTiUN26gTCjrpPa2NTWJPLmCa2Ur5iVHvdPA6CMpd
7VxEFziAx7xoYNe5Gyatv7pZd7V5TgcdWhVF4Y7Qq5o,7.98329,997.94,Token UST3,0.0002606790,218750,B9RdDruHBDxwWfQdTMz7cc2xxVkWiSWze8N96mWNUJP2
Bim7jgn9FnP5yAMC1Q5p9G4kq7yGfPG5USoGpDqm4ZAj,7.98105,997.66,Token UST3,0.0002606059,218750,A5t93BzGR52JeP8v5RnwvfstB39ERgYSQFUFJfRs8kW2
HvsSzKvYMpmXRwM3JRnBSZJ95xP1euduGQqmsGfmZpwg,7.979468,512.02,Token Daim,0.0013027697,43750,AV484SPS38bp4rEeX6h73bGkywYbPuAhp8rwddFGMvmo
F4ZqXjwLnGLTbuYKMtRiiBrs6FMoZdF4jyJCbYwAEkfZ,7.979258,107.895964,Token SRMK,0.0013027358,43750,F8buuHkwBzVebYCr15NxfXXYAkHWXRfw9FwLajwLwK8W
5s5U5gnz5mrr8HpfkCgG5eUYjhZZ2oWSobh48Mr6h7z6,7.978684,0.03689596,Token SLPb,0.0004342139,131250,CT8re2Sv78tXe5YiUGtNtHu6amRw7yYt4zxfBrVySZqa
3JFjQCuzZcYXNdTGhSHz1i7kFygpW4c64quTBCKN6iuX,7.978152,997.297981861,Token UST3,0.0002605113,218750,As5RCetNcwsJc1RKqKT9LyDiE2QRMn1PMV84roLnmW9j
Hqv5vykbkbj9tjxBQrvq1vnoJPnZUxahcq5tuSxhtCLS,7.976808,997.128713037,Token UST3,0.0002604671,218750,5J1G1sJ3HRPQYeq6gvkHELohzPDemzPEoXpgew1vNn3J
Ae5hnBDJSw2YseY5biPo6sqjcJj7Qi6BFv1QtQbz6kGi,7.975576,107.846221,Token SRMK,0.0013021352,43750,HQLZwNmrGcwtgSgchxjceNRrLscPejbtWPt4Y2kybZ3p
H8a35irg6YY4YsBmTSDKSJg2wK87Mo7VbPpQ69nZinyD,7.975142,996.920919603,Token UST3,0.0002604128,218750,AYPUZUwHjJnCt12AoAZ6upiXTMZfLqnVb7xqkW8NpesN
FdeqkgreXCCRGAjAvWc88h9Unk5w44BgxComuGqmLkoN,7.974932,25.286615292,Token SoLE,0.0006510143,87500,CsGpxgyBGH8bo76mr95F4oGW6HP7zPKb4v6Aci2YMFaR
4eS89KY4Tc9aGvRuqQzfxWbm7VqKJZkdqkV3GDvAKw26,7.974554,996.847226464,Token UST3,0.0002603935,218750,QBTqDgr79196ZCeTgsdCR9WzYjcdVtqdMAi76nKLw1n
2Bbij75u3TTptVQmQW3TLTmnc9yMErHTK4QdsN6Wv2tW,7.974134,996.794236805,Token UST3,0.0002603797,218750,73kqR27EGK8YXMnZizVqi1xRcLpdWVtfty8uwCHSNR6g
Ha3eLYkswu5MA652iVoYEHAJB7Z2jaRHH73FzB9JeaWS,7.974022,996.780191111,Token UST3,0.0002603760,218750,ByZ9gMYdjxRCS8PrDxjErBbtii7J8yVmBwTmchs44xA4
12Bag2wFGwDyqdjQdEPo2gUyTcXFspeMNUhoHrAeVHNk,7.972846,996.634615461,Token UST3,0.0002603380,218750,GzGeY23qcv955zsn1pEAYFc4XUdk1ZYV4uw1F4RT5Wpz
H1jjQmsTCYN2dth1zJgzNAwAk5yZZVFBYdba76RhX8Dd,7.972384,996.576299153,Token UST3,0.0002603228,218750,BYRseQQgB5FZXU1imUJEMEEkbCY55DLtb1oNXuK8pW7b
85JU9qqEaxQCQ4128pHSeQGGh326bJ2hUiUkEGJ78mTw,7.971572,996.475417685,Token UST3,0.0002602964,218750,BnDsQ15PK56fRdrpP25XqmSgwGoz3dQZnd51X4SwejWX
6hoopHJJJy9Rd1w1DnNNWXCmATcTtArXqnSvsYiBFWcb,7.97132,996.443729222,Token UST3,0.0002602881,218750,BpjB5KFyiiuNRpkZM3gvEH1NBYwDT2nTAq94CmNbsPEN
9BzrTe7DESVVCvhAwb6BXXiumKac2uY12XuoSRqvr2mm,7.97125,996.434184225,Token UST3,0.0002602856,218750,AtUjkpPHuc9j4gw6j9Avn3SvZjKeupY2x3gUXfVXkQtu
7YFNXBdKm5ZimJAwHM5sugaAiYoTrBqJjZGipVfDZCHf,7.968786,996.126160186,Token UST3,0.0002602052,218750,7cXgB7ePpDpJRAuJ9AkUfUijKbW7ZFKSNAgkg126vxSq
EfUAFnyGHnL2M9uLSRSLAewcP1oSuTXQhiwRaNa5mrUp,7.96754,995.97,Token UST3,0.0002601644,218750,F4uzThNsoC1S4XMpGE8zTSckaPZjntBtsoFgVMCgiR5Y
3UNMpaQeC7njc3m5nMVCqkZtSLDr6aowKZgDdcoXtUF1,7.965832,995.757962853,Token UST3,0.0002601090,218750,HCs3R68TVsdNgwsxmn7YU8bqhuQEfGZ6qVxjnYUJPUFC
952wSdhzwjM8ZNzoagijdAGWSw6dLtPx8Wg2Wuw8z8jw,7.965314,995.692674096,Token UST3,0.0002600920,218750,E9jLoi6zjhF3fVQdfG5fjcSEt9aQNSDrC9cEn48zHCGP
7VsTsYxHYbPwu1JxAZLfdc3Dd6scPzo8M2jRxd2qkSNx,7.96446,995.584808419,Token UST3,0.0002600638,218750,FdaHLTH936etgH4evZm4BJ7rNmrDNfJN1iqC1m5uyhk8
39ctDjnp8i9tLPbr6fa69wRbqe67AYmEiz7zLgADgXA3,7.963704,2913.426057,Token 2poo,0.0003250493,175000,3jNf34L819HfSXWTNikyacMfobE7KWkKbMiemVeLUsxj
DZpA384EfezcdjibWDrjz8gv5noWHZNoSFd5bVKL9CZk,7.962304,995.316969959,Token UST3,0.0002599938,218750,7Jhihsxis7Azdqn8cBEPvf5pUxE5JPGEETGxKSPgUVSi
Bur5GBEJvyNJTZBkjup5ueXveYhj3nEv7LJ2io3zrFah,7.96215,995.296178262,Token UST3,0.0002599884,218750,5K74yzL69v2aEUrdHp6jNbKvWWkq2UPtD2NenXnJj2fU
2QbqSoUCXaFnmPKXS5vcGJdFJ9REjgmngTyoGkJqTVzK,7.96194,995.271348367,Token UST3,0.0002599819,218750,8yvnDembCz4VG8jRf7bjPEw1N4R7gKyGhEJM1tMvNjjJ
ATtWwePNGkxKRy4uUL7LtqLc1NwgG7tD5AwJvt1ykYga,7.959294,994.94,Token UST3,0.0002598953,218750,3WkeAXTBoCD6RRHWciaC4UepkbJtsmLvhdxnBBjceBdW
5bksmq3zNPkqJ4dNuqwTwyTxCtTYbacs18dn4rTPzHEN,7.959,994.903277188,Token UST3,0.0002598858,218750,GsHjhkJupHcTevzGL7Yiw5hrH4YSnHZ77J3nq4sjHUft
8Da3GagJh6CJKc5YtvLTq89MvkFy2XhZMPVnqQz22iia,7.958972,994.900433924,Token UST3,0.0002598850,218750,5JSso5WQfoYpTowiNrEcJDaEJCHDGAXk4RThMAoM88zJ
7VP8xkmFY6K1HrDHNBGE59HYwofEkoNwycJFnYH1QyXm,7.957208,994.678529689,Token UST3,0.0002598270,218750,9jeVDdCE8A3sjcoBo3zzyoAPumvopRN8bmjMQLF6E6wi
3Q3HxYGXCWeNtafYc4vZAZJLJxTHMv21EiS9j4W2Xwx6,7.956368,994.574830137,Token UST3,0.0002598000,218750,9nCjUEh3MQmtGTXLspH48PgagYw7CRbpvwwU1JkFhUuG
6DaS1LYA6D7R4Fs35BH3NLFgy4HtPa4JocmDXS4nwYip,7.955136,994.419583487,Token UST3,0.0002597594,218750,7WLopVoUpJcyeAYfJADkgu77WdFzKdGZA13LjfsV3u9f
4M7gevnz3LA8cLheFuYacifhFy1ff5NpuMkxV1ncfbEQ,7.954884,994.389194356,Token UST3,0.0002597515,218750,5ncmKqwL99pxHV45S3w9RPiiwWGXe1MEZBbrgx9S8q3d
GDMzbWBHb4pL4GcbXfCUNBP4P3nLD52PM3stsZy5sfuX,7.95452,35.32743177,Token FTXd,0.0012986982,43750,7mMd3GVjCJuqPbt9anEPMRyfyevD9S1y27MW6VzqxB91
BLt5MmS2UWmkuTQWHKTGxRRcViueCZFwAmNKGpPd2HiH,7.95452,994.342401346,Token UST3,0.0002597392,218750,CBVqqxzAstosZfmNM5sG67cr8qCM6qbazixtdL9iu6vM
E8yLJvhNw5RHFnccWrMfYHoqqTBu3eA5ULCEciwBvhHq,7.954436,994.332623695,Token UST3,0.0002597367,218750,8B8nxZ4Ki4GYTJBPKhthkArgvNXJ9tVTnU6tzXotHxZ3
Ev8LKT14ZqRcbxU1SwHUkycAMLJ3X9VpzoNVGMkpMiJT,7.954268,994.312402121,Token UST3,0.0002597314,218750,5WcrD4o1PLrzeVmzGt1DU7DzFXLYcdNzLHPX4aGvWxtv
9eU7psU8Lwbvqo4LrwZaopZa35VNBg6nefHzqz2shCkn,7.9541,994.290263074,Token UST3,0.0002597256,218750,GRhg2piW9QxSKpY8jCYXzfeoxzeHSyUDyRM8YkaCrvnZ
6mE4oZTtk46X4Rj9xyiaCpRsUS2gAzccWdgKGh59WUpE,7.9541,994.290029836,Token UST3,0.0002597256,218750,7AJLK5AnXnfTYjGhmAyYYsQeBCDsuyhFoApkh9vRL2Gi
2mRGYtBivsD9JG7Cwf43s7YxxeUN3Jy5eVZo9WwvKKr6,7.953862,994.26165332,Token UST3,0.0002597181,218750,FSxKtcUcCWb5jvHFmosJUncNn3rkAwMvhKqEkgnQhZx9
6b885dbovwXijyxPKWZQEgP2mBXwM4erQnBUj8cMsnZJ,7.95375,6.709035799,Token PSop,0.0012985703,43750,97aXDRMzWcMKc3rwE5qQcPm6AJChEcQmKhqiTccL56Qd
Ckuf7KmckJVsCLX6nVBrranU3QVbnXk2cYvTZfdih5Wz,7.953498,994.215136085,Token UST3,0.0002597060,218750,GGTktboMgu8wQnDhAm5DdXKtCwwDujTJaaFbwLB388BH
8LGwaHEwVjN5u13fLcwvwMn1NvWQwgjURqQEXeziqZZG,7.952854,994.134369588,Token UST3,0.0002596849,218750,BLnr5RoHMpvg7ofx2KAsDv73puhaqw99Q1qBBY1iLzMh
4FaPKCWk4dfHqLb2aYkXEKMkwaj4L978wET1twDgj7R3,7.952826,994.13056496,Token UST3,0.0002596839,218750,EgYDM6uzv2N9NghEFRe6GFsQgR1xPMzFV2zSDraaCL8Y
FvzKGUDtTgZariEG1boiDpcxk77JUNRctVCGfjrZ6aM1,7.952168,107.52973,Token SRMK,0.0012983139,43750,2SW1CybqNEzRku9NudLFDr1ypRuP9dSpCsZULLEoH54f
2s3gdyxfs8tat7V7qafjst2oMLa1sE3XNQZB51xsYmXE,7.952154,994.0479747,Token UST3,0.0002596623,218750,CVELx6X5Xg99AeWMWJsfJ3VvvaAmWYixvVYBLq6URts4
Cw41viZyazcyRfnuhRtsSXrCRqvDYpjntH4DjmAMxqug,7.951776,994.000029365,Token UST3,0.0002596498,218750,jN7sqQvmQhPtYTkQdfUURHVBMkXSoYWZiJQCxDSS2Z6
9zxWs4tCD7CLQ47dckcKzjLb3p4f7pfWE832gn1k8gmU,7.95046,993.836415548,Token UST3,0.0002596071,218750,B716JeLjSzxV7jmgaQ8rwKHuc3c7sTZU6dndskDo5TRM
GHmSVidgteh5CWpFdLpDn3VVtLAxWPDBK7aEHEdWZfJw,7.948332,2907.79969,Token 2poo,0.0003244215,175000,5t14hMgW7hpH6PVdJ5qpgHfa93wuGhMDMaroFmDtty5p
33jKshtJ1AiFUp3KVC5nxHPtAoJ8iaZRZY2mmYM6VUBJ,7.947142,993.42,Token UST3,0.0002594983,218750,2T2wzFM5CUvf2zDud9xsiLEFX92chX3DTTXFvYfLDSJR
7yToWg7S3ERfZjHAB7D6WU7aR78c22P5BVzo53BvGjQ3,7.946834,107.457617,Token SRMK,0.0012974432,43750,5Ri6hXwMAkXeXD5CzGkpEN6AwmuCXXm8CPGFA5FuL2AP
A4GSpbhqT4DHMEUrjzjnR6H81RUSE6vzk96V8zzB1KW2,7.946652,993.36,Token UST3,0.0002594826,218750,ER9128aJebn4pfNEJ4jQkDAmkxxJN4Y8i2UopDXrzmih
CUJxGs4f2A6M5moGZvAWzxLgNCVppooqVhTw9rBUKoQT,7.945798,993.252617969,Token UST3,0.0002594546,218750,3Y6PLn2bsKbzLCvyNFwvraBSkoRoznBGbMAYLvXAY9Q2
7yt57fwZP72AERZhbWeetc6Nj2EGkwDNvkMUf16utmfu,7.944762,993.124022231,Token UST3,0.0002594210,218750,A9y2fK3WBCDhoKwqKfQz12Ug3FGqcj76XCVe5RjQjx8q
9zYzzbnYBLZYzEjfaigUAZhBa37XeaeXiPAqfkggF4iC,7.942858,0.03673033,Token SLPb,0.0004322647,131250,H5YPu8uziN3TpvoCMGJ1BqqmC6Cr6eP5uRbFc7kG44FY
6K7dTG5aQbvdbHcExHSdfr6x9GwwyB37F5QB8MCnPAcF,7.94241,992.828689026,Token UST3,0.0002593438,218750,8rpHGno8moYhQv1SkSoTARyFGnPWcrL6RyTT6dsjJupN
Evgouh6hhTQNiz49t3DFQfy99TaPLa7urrmfGmCPTUEN,7.942172,992.799694522,Token UST3,0.0002593363,218750,7mb6GkL5piiLBJq7b2iTcZBtFPNmtjN367JuvLfa3x7p
EwtE1157tqaWqTV9ST5LPU9qNtyitaURz3Tugy4DbmN,7.939358,992.448601107,Token UST3,0.0002592445,218750,7ZG6upTgWr9tL9dMmr9jTP3vqe4CqyvBYmhuTf64eyg6
4WTxCDD4hJ7sjFGgBMexiWeX5QAZNkBij4mwx6S7VZDq,7.935802,992.003154489,Token UST3,0.0002591282,218750,9NYwrRNAasnnwg2hJNhtVQQKcCNXk32ZcPapbtNa4agm
GKvLSmj8aK2FUd3D9hgLwkJpt14BJEhp7SDXKLjAi6Mx,7.935774,992,Token UST3,0.0002591274,218750,4vq4TDLnKYvjSDrbyzAnm3qSS29yuipsTMXbbuN84DVa
FSym8wPdBnnPUZh3h4Q1q1Nti5bG5WyVZSUh1dP54j4C,7.933212,509.052,Token Daim,0.0012952180,43750,Mbyb42ce9eobJticBUtEZk1PhjtTyu9gS3C6zaci9ce
5GzYgsR6WmeAKCcajc9BjyCvVtMeUdm3XaL8eEAwj83o,7.933156,991.672026587,Token UST3,0.0002590417,218750,JBtDHypqonYm3moK8KZ8AQiBCikVQ33sot4LhQh4ABDq
